Gene,KKU156,KKU213,KKU214,HuCCA1,RBE,KKK138,HuCCT1,HuH28,KKK068,KKK131,KKU055,KKU100,SSP25,TFK1,YSCCC
PIH1D1,4.502484368,5.171808391,3.982459645,2.952367272,4.757319419,4.686069715,4.514567571,2.143231207,4.191735877,3.969978188,3.733574577,5.606557879,2.70592772,3.891946074,3.594231561
PIH1D2,6.96063935,6.649296979,5.907723436,5.307478909,5.813845101,6.06060875,6.878639926,5.856680791,7.025650863,7.870372484,6.602561055,6.194481818,6.743208714,6.738047085,6.836418844
PIK3AP1,0.597487552,0.084429537,1.024806302,0.306448696,2.222828103,0.221357629,2.28275847,0.86355667,0.084429537,1.294785046,1.284325329,0.084429537,0.084429537,0.286559564,1.091231786
PIK3C2A,4.145388568,3.12554702,3.494348701,2.744921264,2.424310824,2.951851321,3.228405048,2.284544159,2.161174313,3.375751663,4.067678564,2.754718039,3.079809637,1.811669613,3.126973756
PIK3C2B,0.913717594,1.132065968,1.063124882,0.96446214,1.897157073,1.471108843,2.276926861,1.006532455,1.464537511,1.105336862,1.300779026,2.526730809,0.841392112,3.781064614,2.591025902
PIK3C3,3.413548305,3.062033796,3.297939516,3.690561665,4.322680674,3.103006579,2.296639282,3.877440432,2.148485412,3.517657725,3.49813763,2.949516518,2.332823043,1.473864908,3.003237469
PIK3CA,4.120410962,3.956991623,3.910682723,4.518799103,3.235227846,4.375805756,3.941618248,3.731204798,4.734001238,3.023208636,4.276117458,3.141315205,4.11743305,4.232662984,4.865128396
PIK3CB,4.346058456,4.024316256,3.576351974,3.178194332,3.595454483,3.326863365,3.578884899,2.588556351,3.967448815,3.508466167,4.764168597,3.326098632,3.539979832,3.722034462,3.03842665
PIK3CD,5.704314044,6.585199859,5.715505578,5.873335899,5.419898157,6.739565069,5.87725739,6.84266843,5.562722144,6.1408623,5.517224927,5.609076111,6.046882551,4.903642591,5.959782457
PIK3IP1,5.040347708,3.753370317,4.173520552,4.854636696,3.634703425,4.186603037,4.746106545,3.512630291,3.579723137,5.14423784,1.244813962,1.359928546,2.041834637,2.85886481,5.365587122
PIK3R1,1.825741073,2.052049288,1.784425065,2.182974501,3.037736102,2.219221733,2.460345497,4.121191555,0.788684348,2.946863596,3.674591529,4.272377704,2.268766004,2.455430438,4.484895239
PIK3R2,3.553067544,3.712199358,4.372647318,2.56643479,3.287123629,3.240679328,2.95251989,3.970149269,2.532699359,3.093752199,3.60037615,3.196585543,1.875462164,0.965763076,3.592595265
PIK3R3,3.029194717,3.887553313,3.599873192,3.116492349,3.510701033,3.184505738,2.255378697,3.888168386,3.077718994,2.293744037,3.902665916,2.934895789,2.161470798,3.807329362,5.455273843
PIK3R4,3.691890418,2.925367176,3.495783257,2.497183287,2.752160644,2.338361426,3.159668275,2.386761471,3.006525359,2.427558249,3.119830027,2.81364918,2.66767537,3.19344391,2.575583597
PIKFYVE,2.597453165,2.028871415,2.139014957,2.288173621,2.139155217,2.410185473,2.400526155,2.296358516,2.657826712,2.503529307,2.788436164,2.49750949,2.550750179,1.779181448,2.333172674
PILRB,1.2696375,1.684246687,1.816999742,1.650490212,1.475237884,2.99244179,2.712312511,1.388153617,2.469523141,3.232663448,3.681256629,2.941175085,2.181914001,1.306078508,3.374753252
PIM1,4.597511754,5.005434366,4.701631494,5.190747228,3.564828394,4.979563757,4.32780005,3.918277647,3.227789946,4.90094145,4.73839679,4.641366793,3.771244842,2.77667838,4.388739568
PIM2,2.894769444,1.38765944,2.179765604,0.819967022,1.282856402,1.657326383,1.322217868,0.250153922,2.203958158,1.492250902,2.788878752,0.250153922,2.218649564,0.494662373,1.286937639
PIM3,1.901840811,2.064671851,3.183768019,3.492396588,2.138367823,3.999577373,1.606532429,2.905904351,2.357098636,2.836272896,3.49027483,4.095635668,2.72482344,2.623249677,3.402464167
PIN1,4.909875341,5.579438227,5.286492957,4.176282515,4.41237771,4.403295526,4.795245381,5.488741078,4.172258276,4.274954808,4.893973217,4.838301497,3.833411328,1.805219879,2.101889989
PIN4,3.873122169,2.986226621,1.764276284,2.172938724,2.049946982,2.945095905,2.518414975,3.054232247,1.672211514,2.225759863,2.155164867,3.706041006,2.385796128,2.031213753,2.888425936
PIN4P1,1.028235815,2.803603015,1.121791414,1.883245131,2.392420509,3.003318152,1.382748606,2.840266449,1.094641103,1.233960965,2.048891449,1.809872943,2.638113513,1.605822662,1.254137608
PINK1,6.329633262,7.573510947,7.680099833,7.371793706,6.382279448,6.782053602,7.056278877,7.38107509,7.967154412,7.789661279,8.023127447,6.973174912,7.272406454,6.657201262,8.514429376
PINK1-AS,8.473746346,9.183751149,8.955799734,9.774275355,7.323434308,8.63041909,9.24947337,10.56815798,9.2196957,8.045620318,7.656433674,8.381540915,10.26810391,7.281998141,10.78361708
PINX1,3.411251041,3.717752761,3.406983301,0.516183986,2.269137084,2.883462437,2.121584862,2.285571346,2.090700941,4.117231659,4.272415215,1.952304076,1.968602877,2.06934839,1.333013695
PIP4K2A,2.816878526,3.112328426,2.442152386,2.167682972,4.285879013,2.162186274,3.396688091,3.009455791,2.928626752,3.698085037,3.782633311,1.820800627,3.564456894,3.034249025,2.886962421
PIP4K2B,3.254160532,3.138765351,3.00951949,3.666078439,3.493672543,2.406434789,4.2065079,2.847738553,4.524851438,3.473231129,4.036819948,3.537449959,3.160336817,2.643656986,3.404346127
PIP4K2C,2.924325602,3.066007684,2.800612944,3.552924783,3.368969501,2.41045104,3.942322063,1.457544598,3.463762183,3.627133013,2.105352861,3.604569449,1.619275081,3.82519736,3.460951537
PIP5K1A,4.032725689,2.518861545,3.360044006,3.293527806,4.040487784,3.223924199,3.37150125,3.738443982,3.326136455,2.955695727,4.797701763,3.919514118,4.482416422,3.751287403,3.768624119
PIP5K1C,1.010261199,1.378839721,1.247495321,1.796274522,2.05112805,1.607124017,1.956971735,2.21465541,1.213668113,3.08724818,1.217632466,1.437745063,1.33035777,0.7874852,1.000142844
PIR,3.330343501,3.421575239,1.574873126,3.261137138,0.566608733,5.522726127,3.45834285,4.276226418,3.656525658,2.700975307,2.965490982,6.853448255,5.789971213,4.029629912,4.04463706
PIR-FIGF,2.719170522,2.601111047,1.135148708,2.672414909,0.484026958,4.716892762,2.786541806,3.619793849,2.999490266,1.992644556,2.56792597,6.091737767,5.08768089,3.382473035,3.338799902
PISD,2.996263938,3.14648757,2.765242977,3.505007498,1.779295306,2.984788866,3.536351989,2.428502271,3.603755408,3.138123767,3.564891072,3.196582442,2.246123185,3.979840362,3.101234034
PITHD1,4.030233899,4.807049588,5.101748969,5.09713847,3.754767361,5.070511534,4.531094498,2.68846506,4.453427837,4.037922757,5.324100619,4.709972296,5.212467368,3.894660986,4.201676129
PITPNA,5.596274087,5.183558255,5.510837019,5.603136472,5.134300729,5.05836328,5.797940399,5.628156362,5.929563991,6.289285787,4.903454957,5.897821695,6.245035219,4.379104779,5.000996498
PITPNA-AS1,6.67138432,6.35843229,7.301757633,7.84350427,7.736361921,7.192411578,7.747774886,7.335266533,7.93918318,8.033789907,7.776713547,7.600636567,7.743061357,6.679136306,6.23545798
PITPNB,5.926059994,5.49304585,5.259476171,5.131841436,4.683136381,5.038001817,5.793261986,4.428695371,5.671591969,5.93769588,5.179268175,5.4943727,4.800423715,5.204940339,4.429224522
PITPNC1,2.632565204,1.269630089,1.844687821,1.372234727,1.829340191,1.090276488,2.116666939,0.295939009,1.58797736,1.167978404,2.757341863,5.931309299,1.200978886,0.930700673,1.378510027
PITPNM1,2.806243263,1.753710962,3.712980717,3.23452502,2.786882911,1.865881018,2.52840756,2.21441273,2.014600388,2.336426258,3.543097072,3.183941203,0.285950949,2.047648236,1.968702339
PITPNM2,1.816739018,1.881978645,1.225903025,1.755860648,2.478253115,1.090147232,1.302390242,2.695132923,2.582260343,1.295096828,1.400566763,1.968176862,2.032266041,2.040476918,1.410606499
PITPNM3,0.789021835,2.385340105,2.383119695,1.163433927,2.629853236,2.035022623,3.064513176,3.625437284,0.944091378,1.743246256,2.151156135,0.680021851,2.607095854,2.335030128,1.960908496
PITRM1,4.862280416,5.050606284,4.558735012,4.228900536,5.348458123,3.713985461,4.68205027,4.700386591,5.533718502,4.711250706,4.929805662,5.212932244,4.835020635,5.232746446,4.641959859
PITRM1-AS1,8.595164607,8.483058743,8.921409763,8.193754444,8.976686069,7.539903384,8.605961722,8.279104677,9.507013869,9.499616252,9.603713621,8.475548105,9.088972881,8.263741464,8.319566108
PITX1,4.701103155,3.406568129,4.026323823,4.115040704,3.310636011,4.98079106,3.768104295,2.748033007,3.587256243,4.196316075,3.519879574,3.717922906,0.976347056,3.441877422,1.900221828
PJA1,4.985259796,3.676921223,3.456111516,3.875894625,2.184281817,1.638164178,4.081306108,3.442592753,2.652702423,2.618094079,2.147918713,2.367310641,3.672317954,1.337014023,3.454118279
PJA2,4.07546374,4.052062862,3.852282532,4.358875781,4.133927855,4.394853748,3.851506865,4.94161568,4.448425624,3.762727197,2.880756583,5.257022721,4.480443179,4.701032352,4.740363553
PKD1,0.42129757,0.523169965,1.375583338,0.917831066,2.339238891,2.19704941,3.17826038,1.851659421,1.976140726,2.02193109,1.201259999,2.253297241,0.967699182,2.056011245,1.425353891
PKD1L3,3.267956461,3.754178596,3.218773965,4.175706986,4.351280726,3.338325325,3.169693641,3.119319234,3.569626417,2.829035809,2.849345299,3.070498883,1.481884285,3.978890837,3.483103937
PKD1P1,1.339379878,0.808568492,1.507760394,2.964518097,2.592263956,3.417881704,2.126899323,2.543698278,2.200425395,0.819637706,2.72119435,3.589001544,1.649985232,0.642210595,1.787918399
PKD1P6,0.737851046,0.683453686,0.324177359,1.160857939,2.323237771,3.184177714,0.580576528,1.919026044,0.888158597,0.920828731,1.784932876,3.792839506,0.758065655,0.625409365,1.50041497
PKD2,2.76867859,1.51021233,1.584768667,1.2866034,3.213980274,3.611206315,2.115293484,3.426284569,2.440537507,2.216371722,2.579679983,3.991093611,2.440645666,2.273607298,3.012840788
PKD2L2,6.768051371,7.899250996,7.650365159,8.074527145,7.637436563,7.48259312,8.009755831,8.432816288,7.954508934,7.253767716,8.454347844,7.117629134,7.745402696,7.311541988,7.887368564
PKDREJ,1.262072148,1.265101914,0.361890676,0.939947811,2.544369928,2.084128673,0.214928872,1.608261806,0.808740277,3.532767077,2.159473459,4.023228113,1.628390977,1.352427134,1.851577264
PKI55,1.192425665,1.612440056,0.807935633,1.330581172,3.051229626,0.851852356,0.665181447,2.586922079,3.425299466,1.362351215,1.650842222,1.800514517,1.235311374,2.214315216,0.906540563
PKIB,2.312035238,1.196467853,1.042644341,0.484588419,2.049005521,3.832801298,2.453629908,0.251155261,2.397824124,1.30077745,1.493912225,0.677817705,1.164434388,2.721652624,1.720111281
PKIG,3.302446924,3.566020327,1.562582374,2.4586306,2.850951334,2.486041642,0.575494795,2.798567779,3.072118221,3.000691125,1.845285172,2.823239302,3.730598829,0.181058793,1.56615205
PKLR,2.756474817,4.710821324,3.824985868,3.486505559,5.545101984,3.878726078,4.838342459,5.283839858,4.333976939,3.604765066,4.586029923,4.346559945,4.094206264,4.101655462,6.143002587
PKM,8.525280785,8.890717583,8.194711013,8.037543166,8.446035147,8.845524677,9.118587041,8.739686507,9.028424108,8.923928119,7.986935429,9.188853389,8.930276343,8.790761466,8.219565997
PKMYT1,7.359557972,8.789224496,8.714385626,7.150837522,9.40609262,8.964874517,8.747358416,8.793097652,8.694536784,8.734465079,8.59110721,8.934262681,7.344755788,9.173444693,8.341839283
PKN1,5.861191431,4.742366067,5.460216224,4.270346056,5.459706378,4.37692871,4.990883066,5.037122594,4.975587761,5.125485466,3.575333626,4.399893285,3.101716413,3.718350883,4.55444086
PKN2,4.048174958,4.613764368,3.523274754,4.480803898,2.67119446,3.316156046,4.430395778,2.887326582,3.601510431,4.140715352,3.570659502,3.84293335,3.871986572,4.750640209,4.319597144
PKN3,4.829500807,5.332365863,4.802272073,4.655752741,5.605055932,4.211627776,4.642021474,4.094074992,5.183227371,4.573304513,4.555886881,4.235350109,5.354564293,4.796031694,4.959434494
PKNOX1,1.463310291,1.129623718,1.761366908,0.783718582,1.028125384,0.836426847,2.204951219,0.898832517,0.6942291,0.995227728,1.687296432,0.848369858,1.99758622,0.74525476,1.132354729
PKP2,5.782566369,4.989310975,4.914172948,5.012940699,1.678846357,2.517126204,4.771261286,0.621769025,2.513633556,3.362178041,1.006167826,1.414721007,3.145597314,3.074290651,4.048543127
PKP3,4.718898368,3.959199243,3.859011577,3.261740827,0.150685721,3.089116714,3.978435497,0.150685721,3.041594095,4.199392035,0.487174728,1.98864165,1.661072497,2.364830331,2.673876774
PKP4,4.917636929,4.386937238,4.80221212,4.424376387,4.798274699,4.753414589,5.43090163,4.080139282,3.634334841,4.642295117,4.682265592,3.882530525,4.600380655,4.320298549,2.760859488
PLA2G10,2.217742844,1.042500688,2.215317675,1.214354619,1.086509423,4.77350403,0.082652734,3.770045855,1.03857879,2.004446241,3.991895139,4.191815769,3.134294184,3.593814246,2.050482968
PLA2G12A,1.823653442,1.155262549,1.671928895,1.732270814,0.708464727,1.125826211,2.273696221,1.126464334,1.709783269,1.132697731,0.766356418,2.033537334,1.713443582,2.095334701,1.98135139
PLA2G15,0.757603378,0.706624129,0.718100739,1.028393459,0.740793675,1.049539781,1.203180385,1.279767721,1.370808291,0.928540137,1.704452479,0.349002366,0.776527494,0.299990782,1.314857306
PLA2G16,2.131760236,1.087687657,1.390764416,3.533625559,2.282488667,3.620014199,4.656420878,3.596044988,4.107235295,3.210006767,0.362211802,1.331947719,3.144170148,1.250341627,4.774647914
PLA2G4A,3.162584054,1.157191771,2.140228844,0.430452419,0.315268813,1.033099486,1.408422163,1.702563352,2.019935097,1.774696595,1.322458544,1.713668358,1.517319524,3.41486752,3.336519207
PLA2G4B,1.184786894,2.024353068,1.502030503,1.403328688,0.10249229,2.121811244,0.734417957,0.850299993,0.514973543,2.404751247,1.252154025,1.001065419,0.420037204,0.663813085,1.619307313
PLA2G6,0.474491625,0.11332212,0.11332212,0.11332212,2.696089646,0.539605743,1.297259912,1.240545436,0.695114721,1.659580309,0.700577555,0.346968023,0.605608307,3.911194112,1.708131404
PLA2R1,0.946215307,0.563990501,0.159594338,0.639286648,0.249747762,1.945395422,2.339963871,1.069898668,2.756045583,1.207674469,0.159594338,2.0575565,1.556163335,1.020572536,0.21596524
PLAA,4.260748086,3.552362509,3.731381436,3.7543728,2.49164307,2.647553184,4.095850349,3.560392169,3.414646052,3.981136533,4.188193038,3.609597816,4.926640232,3.12299956,3.58091343
PLAC4,0.984042032,1.026269119,0.715488507,1.473346809,1.592055122,1.377818884,2.175929574,2.184373774,0.846910384,2.153883253,2.039832806,0.766294845,0.788407988,3.26781207,1.165377613
PLAC8L1,1.408694519,2.64007705,0.109412721,2.652494992,1.297283488,2.189537935,3.638221182,2.250606065,3.644148947,3.284977333,4.812107055,0.109412721,3.14843555,3.293362742,3.723116212
PLAC9,2.42616949,1.780070434,4.899241227,4.882949597,5.920523635,4.636902873,4.399801293,4.481284138,1.706385698,2.123588786,6.755682124,2.369731862,3.865819785,6.200453862,5.288899497
PLAG1,1.565675938,2.052435559,0.972064852,0.6673748,1.716002762,2.047956444,1.849429352,0.218116533,1.059069802,1.2016532,0.218116533,0.496514993,1.499931008,0.218116533,0.538689805
PLAGL2,1.989223327,1.525033464,1.582326833,2.188357677,2.190165177,2.076509663,2.084351356,2.116083366,2.588869966,2.498432645,2.251160615,1.298577791,2.337254341,1.991403306,0.970938948
PLAT,5.286561959,3.801841881,4.113711506,3.438221058,3.97170993,7.144995058,5.19674971,3.445579878,5.68397368,5.897651858,3.89426563,7.083945427,2.341319445,2.043921609,3.649658127
PLAU,7.772605068,7.209941766,6.971245115,5.836203902,5.569754696,6.713450378,6.737254414,2.073481944,7.739094416,7.105987498,4.610545096,1.322198041,3.992662392,0.49513195,5.39724115
PLAUR,4.076164464,4.196610025,4.137934574,5.480266919,2.866346573,4.392848098,3.987149006,3.997711654,3.424599235,5.357809692,2.225431975,5.49445401,3.264880702,4.430193945,4.788686785
PLB1,1.187734336,2.50621226,3.000367934,0.056001555,0.056001555,0.912484092,0.637430848,0.68260359,0.886256348,1.795575351,0.542472423,0.056001555,1.500521296,0.056001555,1.44841046
PLBD1,1.226341533,3.546401972,1.825591351,5.816187946,0.336941091,5.365122986,2.951015509,0.741385562,3.245261156,4.773516935,4.176600814,1.299577127,4.290551332,0.336941091,5.959550111
PLBD1-AS1,4.330417858,5.974953116,3.629218183,9.06961771,0.172237555,8.517484997,7.102281295,4.524595397,7.642578456,7.965645543,8.053153183,3.064980342,7.817096547,1.557137255,10.22012541
PLBD2,1.418457293,1.912498721,2.0716311,0.875858703,1.586024845,2.615128848,2.141944988,3.103877656,3.585252964,2.791024696,1.417584611,2.005825698,1.17400502,0.831450951,2.140943666
PLCB1,1.550375054,0.501793657,0.864245465,0.679948049,0.226455627,1.517862704,0.226455627,2.922546305,1.760820399,1.569146291,0.680692818,0.226455627,1.613604913,1.061604805,2.459559947
PLCB3,4.499745046,4.473538021,4.554659246,3.27336271,2.868322592,2.716091578,3.794500258,3.067890878,2.96847519,2.753526724,3.461793133,3.076655734,2.069702412,1.967922065,1.825824997
PLCB4,1.870025968,0.451399401,2.197307219,4.951215434,2.752409189,0.726438742,1.152109595,3.402706623,0.60115352,0.656723172,0.58583571,2.307624102,3.461071707,0.945868967,0.265264509
PLCD1,0.115771614,1.366952798,2.089979764,1.219473427,0.115771614,1.366336677,2.461143891,0.313952844,0.115771614,0.364937573,1.756097596,1.918294258,0.614616068,2.451952722,1.594524375
PLCD3,3.740104356,3.703654967,4.098401655,5.192247098,4.313861245,4.330565177,3.153666716,2.258115723,2.932048502,3.487461416,2.309026951,2.717313377,2.345547154,1.779346274,1.45870992
PLCD4,6.581306154,6.178497953,7.220269491,6.084544859,7.210815253,6.553396631,6.923107679,6.443381843,7.098279328,6.461617208,7.64007913,6.336561976,7.059209418,7.909324421,6.263924872
PLCE1,1.408845797,2.054850823,2.947826626,3.134704332,2.808008942,2.280656304,2.570736526,3.438889481,0.910476749,0.955283676,3.375524176,1.00299937,2.37548053,2.264745896,1.280470548
PLCE1-AS1,1.085868629,2.544625303,4.158613495,6.286305012,6.878067582,5.987036395,5.647863459,6.840965176,3.430371809,3.472457648,6.115557321,5.099940456,6.433073906,5.313919761,1.043563219
PLCG1,2.56328923,3.015048848,2.844652226,2.711890879,3.118531279,3.431564917,2.454024423,4.185827275,3.361759848,3.211459413,4.142090051,2.95699253,2.978364271,1.932914422,1.703992917
PLCG1-AS1,11.42909789,11.14504551,10.98159912,11.0362164,10.71999143,10.03219403,10.68888535,10.04752718,10.98304013,11.87741729,11.60373089,10.18644606,10.1423962,10.45580844,10.81404681
PLCG2,1.433319524,0.319288747,0.697380174,1.101666342,0.787547361,1.017473864,0.583419615,0.859757492,0.916963903,0.26588403,0.177353066,0.714681577,0.261896045,0.166184034,1.351515321
PLCH2,4.296821571,2.69794644,2.471571052,2.461647707,0.788129621,1.193997696,0.07378042,0.292067166,0.514850196,2.140491918,1.063031655,1.349515527,0.07378042,0.07378042,0.475653163
PLCL2,1.896042755,1.291551919,1.263880273,0.265330301,1.744853362,2.124891511,2.563448813,0.416653979,2.219273588,1.38707534,2.011233994,1.044922808,1.839138944,0.265330301,1.824766705
PLCXD2,2.402849248,2.863848679,3.108636623,2.616801502,0.86369264,0.629003374,1.645393991,1.689984414,1.206202077,3.372099861,0.802808929,1.425918866,0.418365689,0.974160963,1.580119252
PLCXD2-AS1,2.922007326,1.017866457,3.11082077,2.846844388,3.578535986,2.836727728,3.882607924,2.687840583,3.282381451,4.237049325,1.924379657,0.877669976,2.539533634,4.181785757,5.050078392
PLD1,1.111092213,1.51771055,2.148044293,1.794803085,2.232451275,2.261226842,1.382898301,1.018061094,2.861248193,1.755596844,0.395392093,1.912452809,1.151043908,2.248040229,1.83103303
PLD2,2.487425808,1.187916389,1.775051713,2.126061656,1.573289565,0.927489542,2.172656895,1.515835681,1.312309464,2.115483707,1.041911435,1.408468156,2.268381929,0.858407594,1.394073244
