"KKU-213","KKU-214","KKU-156","HuCCA-1","RBE","KKK-D138","TFK-1","YSCCC","SSP-25","KKU-100","HuCCT-1","KKK-D131","KKU-055","KKK-D068","HuH-28","Drug"
4.89563233714345,4.95022135304747,4.93322497182502,5.30386416731201,5.3028252066629,5.28280114106408,0.0939920957644278,4.475994564265,3.22376298636693,4.50859254934982,4.20331174449618,3.77105547313362,2.03317637827892,2.31387520309945,4.45589239900012,"Subtype_1.2"
1.94551469255561,2.01622402247424,1.90868794077698,1.51809753113244,2.4048376690956,1.29113054365135,0.681554510585935,1.00382539941003,0.363211085961543,0.599782552060899,0.476764340677415,1.58844557483478,0.160542022038328,0.820818991185673,1.02532196028772,"Subtype_1.2"
3.77498117865635,3.8746454161368,4.29368560657661,3.28892129663445,3.85152786768226,3.98859283841495,2.68296075119205,1.15047385742337,2.11389684939336,3.42649617157657,3.15993028176503,3.02024661777202,3.71665525630105,3.06137532469021,1.54674112912702,"Subtype_1.2"
0.303353171251941,0.577821861361008,0.303353171251941,0.303353171251941,0.303353171251941,0.303353171251941,2.48458770044046,2.06598693057782,3.53605324536314,2.6883663839098,4.81461289146649,3.422368097747,0.303353171251941,3.60603582205691,2.61940808578174,"Subtype_1.2"
2.77228511055958,2.71394717584465,1.49500225755093,2.2177293661878,1.99870046560673,2.90090029702697,0.434987234918303,0.276594423334241,0.664519521262737,2.17360652781101,0.882316174976722,0.874735150085562,1.97706967064498,0.783371002091404,0.783688537871383,"Subtype_1.2"
4.84815381823595,3.83474322239253,4.83061055863949,3.72394678890716,0.907720790050165,3.45643971013131,1.63001293484585,0.0564373230847348,3.70108966273096,0.0564373230847348,0.0564373230847348,0.0564373230847348,0.0564373230847348,2.62098866913195,0.65829308906953,"Subtype_1.2"
6.39361555290446,5.77391168656583,6.54163039887305,6.31020958250701,5.35823899572691,3.81616441189051,3.50319529535293,2.66491367626365,2.40116885078891,3.79427623223031,5.12290564408256,5.48412736801742,0.953855082438067,4.70581554990178,0.562728005364818,"Subtype_1.2"
2.49710537779826,2.63701888519316,3.52934427829633,2.48133147954654,3.58056271508694,2.61061916101678,0.936488787113732,2.07932394494826,1.56676582001424,1.67807706572841,2.05575501757152,1.70911401783297,2.84512648133123,1.98698738020231,1.44843796395406,"Subtype_1.2"
5.69281322847485,5.48676943059584,5.57224945218511,5.61805437996001,5.99494736768169,5.26765793507999,4.44323128692266,4.9949689453753,5.19155234497615,5.12689741999716,5.07208726822879,5.11372473299954,5.57934637099502,5.47178071388578,4.81047288816715,"Subtype_1.2"
4.91108635465857,4.01279349054786,4.83871535558775,3.18649368366348,4.22461427776399,4.26475301237622,1.16775558081119,3.82449711396059,1.82097582245489,2.5727743934409,3.88599888653392,3.93628032579453,1.87420735269456,2.99781344422177,3.52805744938364,"Subtype_1.2"
6.55765787584711,6.58126243965407,7.05392984005307,6.00352265197871,6.36243310437131,5.42075203065723,5.35881866633969,4.76049402583877,4.26789164498208,6.00433011546262,5.57430607140197,5.16163856133676,5.97854118575824,5.40164617960292,5.31104236060966,"Subtype_1.2"
3.49901160812414,4.7114595738325,5.79424286202889,4.31534291633416,4.77612700658319,4.43667102881941,4.33932570986787,4.6472554246537,1.4058465126448,0.405562361849376,3.3711011605567,2.85341327153631,0.652701116430263,2.10363592821412,0.405562361849376,"Subtype_1.2"
4.62069243099224,5.03164901847776,4.85653345930615,4.96998797677803,4.99630852583337,5.07770221435929,4.20747847640375,4.13319213892941,4.56561223228071,4.27746234629551,3.89906918019953,4.43642286601594,3.14796574641666,2.84353198919613,5.04389857899057,"Subtype_1.2"
5.85123207717438,5.68624058050585,5.64695557463102,4.04678432822702,5.62310602411644,5.09141272894783,4.50442884482744,3.39644528623107,3.88744955965644,4.68562649712388,3.9506378617343,4.60273253958151,4.57221314788182,4.46338027374518,3.69385066299165,"Subtype_1.2"
6.33454420344895,5.86163997851738,6.49035912097869,5.5230961096187,4.19396356664248,5.5810091780457,3.78427737302051,5.42953073685827,1.84489378745487,5.02608918994907,3.89936937707264,5.62079996945473,3.1319092263609,3.41756094545034,1.02805782937565,"Subtype_1.2"
1.26697213619438,1.98814551037172,1.70911014956551,2.67922014218312,2.05176671400057,2.3293524364884,0.872220856854011,1.25905915427354,1.37230652083532,1.54573560538546,1.43484713562156,1.64879387958905,0.710419707517973,1.42132607539631,0.202500800189786,"Subtype_1.2"
3.65244931061435,3.77281529343754,2.69184335722755,3.77659430533102,1.37532475698835,2.80007573379126,0.295046872635255,3.43494594289543,1.60160151269326,0.295046872635255,2.3668984139096,2.27352735273033,0.295046872635255,0.93642394345057,1.09165932407438,"Subtype_1.2"
4.41601400184378,4.28280833272445,5.02935323424159,5.39092142894139,2.63922978373663,3.58965768462746,1.1082784039975,3.01466868698254,1.16872999412063,5.01412595211504,1.87827009323854,2.47650661913733,2.62047188139015,3.56788777318308,0.763041138204852,"Subtype_1.2"
7.02256052857302,7.23374283148608,7.24574833503625,6.35240950298886,5.45574954878742,7.0302573090178,3.20309132104942,5.10956655148463,4.95476229820886,5.18901816233402,6.12523893998941,6.33550230615023,1.59141231460896,7.05655774373084,0.811487083964027,"Subtype_1.2"
6.18719231214085,6.14099952922234,7.00913056456989,5.24166606852386,4.853827685902,5.17064433214409,2.35935111692781,4.51126769836517,5.04359367863816,5.19368548804462,3.81176104356995,5.85973788160683,0.481424602766702,4.83817865441272,1.15026059628522,"Subtype_1.2"
